,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
267,matrixMulShared,700,3100,768.0,32.0,128.97119140625,4.000732421875,0.11667245016551823,0.8833275498344818,908.971923828125,605.028076171875,0.9768600000000001,115.32706451612904,1.9048777315296566,800.0,128.0,512.0,0.0,237.0,0.5625
268,matrixMulShared,700,3600,768.0,32.0,130.3199462890625,4.000732421875,0.11267727233483739,0.8873227276651626,910.3206787109375,603.6793212890625,0.976987,112.86775,1.6332982253086419,800.0,128.0,512.0,0.0,237.0,0.5625
269,matrixMulShared,700,3900,768.0,32.0,130.3646240234375,4.000732421875,0.10126362629585517,0.8987363737041448,910.3653564453125,603.6346435546875,0.978341,111.69484615384616,1.5045724523339907,800.0,128.0,512.0,0.0,237.0,0.5625
270,matrixMulShared,900,2100,768.0,32.0,130.044189453125,4.000732421875,0.1025420363975463,0.8974579636024537,910.044921875,603.955078125,0.978708,131.22728571428573,3.668377551020408,800.0,128.0,512.0,0.0,237.0,0.5625
271,matrixMulShared,900,2600,768.0,32.0,128.5091552734375,4.000732421875,0.10792605578335196,0.8920739442166481,908.5098876953125,605.4901123046875,0.9781790000000001,124.76434615384616,2.937401627218935,800.0,128.0,512.0,0.0,237.0,0.5625
272,matrixMulShared,900,3100,768.0,32.0,131.0179443359375,4.000732421875,0.10435115946235013,0.8956488405376499,911.0186767578125,602.9813232421875,0.977884,120.38622580645162,2.449128511966701,800.0,128.0,512.0,0.0,237.0,0.5625
273,matrixMulShared,900,3600,768.0,32.0,128.740234375,4.000732421875,0.1039364952078969,0.8960635047921031,908.740966796875,605.259033203125,0.9778049999999999,117.22425000000001,2.099954861111111,800.0,128.0,512.0,0.0,237.0,0.5625
274,matrixMulShared,900,3900,768.0,32.0,130.55859375,4.000732421875,0.10444067458337492,0.8955593254166251,910.559326171875,603.440673828125,0.9778629999999999,115.71623076923078,1.9344502958579881,800.0,128.0,512.0,0.0,237.0,0.5625
250,matrixMulShared,1100,2100,768.0,32.0,128.5406494140625,4.000732421875,0.10176380276280901,0.898236197237191,908.5413818359375,605.4586181640625,0.9796799999999999,138.69557142857144,4.483572562358277,800.0,128.0,512.0,0.0,237.0,0.5625
251,matrixMulShared,1100,2600,768.0,32.0,129.9713134765625,4.000732421875,0.10935044132158662,0.8906495586784133,909.9720458984375,604.0279541015625,0.978409,130.79642307692308,3.590157544378698,800.0,128.0,512.0,0.0,237.0,0.5625
252,matrixMulShared,1100,3100,768.0,32.0,128.940673828125,4.000732421875,0.11457629359739077,0.8854237064026093,908.94140625,605.05859375,0.9779969999999999,125.4453870967742,2.9933792924037457,800.0,128.0,512.0,0.0,237.0,0.5625
253,matrixMulShared,1100,3600,768.0,32.0,128.40478515625,4.000732421875,0.10710762575760649,0.8928923742423935,908.405517578125,605.594482421875,0.9782379999999999,121.58075000000001,2.5666114969135805,800.0,128.0,512.0,0.0,237.0,0.5625
254,matrixMulShared,1100,3900,768.0,32.0,128.55322265625,4.000732421875,0.10969884388911502,0.890301156110885,908.553955078125,605.446044921875,0.9774149999999999,119.7376153846154,2.3643281393819855,800.0,128.0,512.0,0.0,237.0,0.5625
255,matrixMulShared,1300,2100,768.0,32.0,128.3731689453125,4.000732421875,0.10495044757180652,0.8950495524281935,908.3739013671875,605.6260986328125,0.979474,146.16385714285715,5.298767573696145,800.0,128.0,512.0,0.0,237.0,0.5625
256,matrixMulShared,1300,2600,768.0,32.0,129.94189453125,4.000732421875,0.10248820241000749,0.8975117975899926,909.942626953125,604.057373046875,0.9775790000000001,136.82850000000002,4.242913461538461,800.0,128.0,512.0,0.0,237.0,0.5625
257,matrixMulShared,1300,3100,768.0,32.0,128.2635498046875,4.000732421875,0.10478454724418533,0.8952154527558147,908.2642822265625,605.7357177734375,0.9760559999999999,130.50454838709678,3.537630072840791,800.0,128.0,512.0,0.0,237.0,0.5625
258,matrixMulShared,1300,3600,768.0,32.0,130.183349609375,4.000732421875,0.10050616973971013,0.8994938302602898,910.18408203125,603.81591796875,0.9768180000000001,125.93725,3.03326813271605,800.0,128.0,512.0,0.0,237.0,0.5625
259,matrixMulShared,1300,3900,768.0,32.0,128.464111328125,4.000732421875,0.10370805195954115,0.8962919480404589,908.46484375,605.53515625,0.976965,123.75900000000001,2.794205982905983,800.0,128.0,512.0,0.0,237.0,0.5625
